Stand-Alone, Abd2019, Ahmad2023, Albunian2017, Albunian2020, Almulla2020, Alshraideh2011, Altiero2024, Aman2017, Arafeen2013, Azizi2021, Beena2014, Benito2022, Bertolino2015, Boussaa2015, Brooks2009, Bueno2008, Bueno2014, Burdek2015, Cai2009, Cai2021, Cao2013, Cao2022, Carlson2011, Chen2011, Chen2021B, Chetouane2020, Coviello2018A, Coviello2018B, Cruciani2019, De2012, De2018A, De2018B, De2020, Dobslaw2020, Elgendy2024, Fang2014, Farzat2010, Feldt2008, Feldt2016, Feldt2019, Feng2015, Fischer2016, Flemstrom2016, Flemstrom2018, Gong2012, Greca2022, Guarnieri2022, Haghighatkhah2018A, Haghighatkhah2018B, Hao2005, Hao2008, Hemmati2011, Henard2013, Henard2014, Huang2017B, Kichigin2009, Kifetew2013, Khojah2023, Lan2023, Ledru2012, Lee2023, Liu2017, Liu2019, Ma2018, Mahdieh2022, Marculescu2016, Masuda2021, Mei2013B, Menendez2021, Menendez2022, Miranda2014, Miranda2018, Mondal2015, Nguyen2022, Nikolik2006, Noor2015, Nunes2015, Ojdanic2023, Panchapakesan2013, Panichella2015B, Pan2023, Pei2014, Pizzoleto2020, Poulding2017, Reddy2020,  Semerath2020, Shahbazi2014, Shahbazi2015B, Shahbazi2018, Shi2015, Shimari2022, Shin2016, Shin2018, Shimmi2022, Singh2013, Sondhi2022, Viggiato2023,Wang2009, Wang2014, Wang2015, Wu2012, Xia2016, Xiang2021, Xiang2023, Xie2005, Xie2009, Yatoh2015, Yoo2009, You2013, Yu2023, Zhang2012, Zhao2013, Zhao2015
Neural networks,Aghababaeyan2023, Aghababaeyan2024, Adigun2023, Attaoui2023, Dai2024, Gao2022, Jiang2023, Joffe2019, Kim2019B, Kong2023, Mosin2022, Riccio2021, Xie2022, Yuan2024, Zhao2022, Zhang2019, Zohdinasab2021, Zohdinasab2023
Model-Based,Arrieta2019, Asoudeh2013, Cartaxo2009, Coutinho2016, De2016, Hemmati2010A, Hemmati2010B, Hemmati2010C, Hemmati2013, Matinnejad2015A, Matinnejad2016, Matinnejad2019
Web,Alshahwan2014, Biagiola2019, Hemmati2015, Leveau2020, Leveau2022, Lin2017, Marchetto2009, Nass2023, Wang2023, Wang2023B
GUI Apps,Feng2012, He2015, Mariani2021, Xie2006B
Other,Chen2019C,Li2024,Tang2022,Vogel2019,Vogel2021,Wang2024,Rogstad2013,Cheng2023,Neelofar2024,Wang2023C
