Euclidean,Albunian2020, Arafeen2013, Arrieta2019, Attaoui2023, Bueno2008, Bueno2014, Carlson2011, Chetouane2020, Coviello2018A, Coviello2018B, Cruciani2019, Elgendy2024, Farzat2010, Greca2022, Guarnieri2022, Haghighatkhah2018B, Hemmati2015, Kim2019B, Lan2023, Ledru2012, Mahdieh2022, Matinnejad2015A, Matinnejad2016, Matinnejad2019, Nass2023, Neelofar2024, Nunes2015, Pei2014, Riccio2021, Rogstad2013, Shahbazi2015B, Shimari2022, Wang2015, Yu2023, Zhao2015
Levenshtein,Adigun2023, Almulla2020, Asoudeh2013, Biagiola2019, Boussaa2015, Cao2022, Coviello2018A, Coviello2018B, Coutinho2016, De2018A, Elgendy2024, Fang2014, Flemstrom2016, Guarnieri2022, Hemmati2010A, Hemmati2010B, Hemmati2010C, Hemmati2013, Khojah2023, Ledru2012, Ma2018, Mariani2021, Mondal2015, Noor2015, Nass2023, Shahbazi2015B, Shimmi2022, Wang2023, Wang2024, Zhang2012
Jaccard,Aman2017, Cao2022, Coutinho2016, Coviello2018A, Coviello2018B, De2018A, De2018B, Fischer2016, Gao2022, Guarnieri2022, Haghighatkhah2018A, Hemmati2010B, Hemmati2011, Henard2013, Henard2014, Khojah2023, Lee2023, Liu2017, Liu2019, Mariani2021, Mei2013B, Miranda2014, Miranda2018, Tang2022, Viggiato2023, Wang2015, Xiang2021, You2013, Zhang2019, Zhao2013
Hamming,Abd2019, Cao2013, Cheng2023, Coviello2018A, Coviello2018B, Elgendy2024, Feng2015, Hemmati2010B, Huang2017B, Ledru2012, Lee2023, Mondal2015, Noor2015, Shahbazi2015B, Wang2009, Wang2014, Xie2009, Yoo2009
Manhattan,Boussaa2015, Cao2013, Chen2019C, Chen2021B, Elgendy2024, Guarnieri2022, Haghighatkhah2018A, Hemmati2015, Ledru2012, Li2024, Liu2017, Liu2019, Mahdieh2022, Nunes2015, Rogstad2013, Shahbazi2015B,Zohdinasab2021,Zohdinasab2023
Other Generic,Azizi2021,Brooks2009,Coviello2018A,Coviello2018B,Lin2017,Mahdieh2022,Semerath2018,Semerath2020,Shahbazi2015B,Sondhi2022,Viggiato2023,Wang2015,Aghababaeyan2023,De2018,De2020,Dobslaw2020,Feldt2008,Feldt2016,Guarnieri2022,Haghighatkhah2018A,Rogstad2013,Mei2013B,Shahbazi2014,Shahbazi2018,Haghighatkhah2018A,Miranda2018,Shahbazi2015B,Panichella2015B,Scalabrino2016,Aghababaeyan2023,Jiang2023,Mondal2015,Wang2015,Shahbazi2014,Shahbazi2018,Abd2019,Coutinho2016,Menendez2021,Menendez2022,Nunes2015,Rogstad2013,Hemmati2010B,Hemmati2011,Nunes2015,Marculescu2016,Xie2022,Nguyen2022,Coutinho2016,Kichigin2009,Mosin2022,Leveau2020,Wang2015,Kifetew2013,Hemmati2010B,Coutinho2016,Viggiato2023,Dai2024,Yuan2024,Xiang2023,Pan2023,Aghababaeyan2024,Ojdanic2023,Altiero2024,Ahmad2023,Wang2023C,Wang2023B,Khojah2023,Elgendy2024,Neelofar2024,Riccio2021
Specialised,Cartaxo2009,De2016,Hemmati2010A,Hemmati2010B,Hemmati2010C,Hemmati2013,Feldt2016,Haghighatkhah2018A,Haghighatkhah2018B,Shahbazi2014,Shahbazi2018,Alshraideh2011,Cai2021,Panchapakesan2013,Hemmati2010A,Hemmati2010C,Hemmati2013,Vogel2019,Vogel2021,Shin2016,Shin2018,Shahbazi2014,Shahbazi2018,Feng2012,He2015,Semerath2020,Nikolik2006,Marchetto2009,Alshahwan2014,Yatoh2015,Zhao2022,De2020,Pizzoleto2020,Noor2015,Arafeen2013,Brooks2009,Shi2015,Abd2019,Tang2022,De2020,Poulding2017,Pizzoleto2020,Masuda2021,Reddy2020,Beena2014,Bertolino2015,Kong2023,Pan2023
